ts_updated,ts_created,notification_id,device_token_hash,site_id,has_unsubscribed,is_clicked,is_viewed
2018-09-28T09:05:44.493Z,2018-09-28T09:05:34.522Z,1003,49bbd3aa17a412df689590716781db695373ff5bf7f8b2890e7d6e0621af0639,5222,false,false,true
2018-09-28T09:05:34.584Z,2018-09-28T09:05:34.584Z,1003,bae80ff3c869f8a735249c73fb5342481bda992e6d36179e803ef62bdf0a2dd4,5222,false,false,false
2018-09-28T09:05:34.591Z,2018-09-28T09:05:34.591Z,1003,9a2631dfa35a48ecfdc974cfd0d0b6e68738b09f87fb7b1f1dd59d6d1acf0697,5222,false,false,false
2018-09-28T09:05:34.599Z,2018-09-28T09:05:34.599Z,1003,b656e071ec3c203ae1f77e7ca4cb8f91449553774548a19f6131147c58ebf551,5222,false,false,false
2018-09-28T09:05:34.618Z,2018-09-28T09:05:34.618Z,1003,91cc91b9707cb25d9d22bfb0b1a27f85b331728402465db3efe09616e0ff12f2,5222,false,false,false
2018-09-28T09:05:39.132Z,2018-09-28T09:05:34.665Z,1003,ce60e6aa84da7601eaf98c8eaced5d1c72b370fe3256c4e9a567087f40674b93,5222,false,false,true
2018-09-28T09:05:34.707Z,2018-09-28T09:05:34.707Z,1003,7c13b147d94f0989d7af29bc7f3bfbc6548f76bacd9f3a9bdd76c4051b598b2b,5222,false,false,false
2018-09-28T09:05:34.713Z,2018-09-28T09:05:34.713Z,1003,040368e958656dee8f79b82c028f5ad0db0e77e9558321cfccdc693870ce5e0a,5222,false,false,false
2018-09-28T09:05:34.713Z,2018-09-28T09:05:34.713Z,1003,f7a6d1fc4a46dde1242aa794693871385fdb270583dc55376d5450a0cc6ee667,5222,false,false,false
2018-09-28T09:05:34.715Z,2018-09-28T09:05:34.715Z,1003,665b072424672a9ef6bbc664c135dbb5a6622c3b3c57e0adab8fe1a9621e2696,5222,false,false,false
2018-09-28T09:05:34.724Z,2018-09-28T09:05:34.724Z,1003,9c0501b8d2ad36caf07cf4f161b6030bb743742df176d2ac8075a668f7a94cc0,5222,false,false,false
2018-09-28T09:05:34.742Z,2018-09-28T09:05:34.742Z,1003,15d088c5e03e004957e6aebc29e57d6c223dfaf40eeb7566a1b3b0a7f3ab9f5a,5222,false,false,false
2018-09-28T09:05:36.370Z,2018-09-28T09:05:34.748Z,1003,068ec91c018606a553af580d0c40c45ea493b6046f20f22f7f897e550d723781,5222,false,false,true
2018-09-28T09:05:34.795Z,2018-09-28T09:05:34.795Z,1003,6d2bae59ccb0d1c91db4e4d209fa20a93242b5bcc1719f100786f7a504e6c7c4,5222,false,false,false
2018-09-28T09:05:34.802Z,2018-09-28T09:05:34.802Z,1003,a73e2fa866890ceb4640f4c8a716cf3fd92eb3019a37cfc00f23395dd1a367d2,5222,false,false,false
2018-09-28T09:05:36.920Z,2018-09-28T09:05:34.807Z,1003,d99a2f11d101eef7ae7c0f5fdf0f4decfd7d1df52ea6fb6d8b14e38b0de32c29,5222,false,false,true
2018-09-28T09:05:34.822Z,2018-09-28T09:05:34.822Z,1003,5fab4097222223457fe6bfb544bab9512d6146470338ba547273f52f6125a6d7,5222,false,false,false
2018-09-28T09:05:47.576Z,2018-09-28T09:05:34.824Z,1003,0e739c5562cd23b14792dc164731ee5aaf215d3df03a3b7b45b4e1d2a0f97f06,5222,false,false,true
2018-09-28T09:05:36.630Z,2018-09-28T09:05:34.841Z,1003,340bdc3e1b60c6f253241c415ed28b3476e26dfb95a35cf4cf03a4306bce130c,5222,false,false,true
2018-09-28T09:05:34.878Z,2018-09-28T09:05:34.878Z,1003,f3ec782b1ef257cdbbdc1f4f7d9afca74c690d677f06beff07411e54d0843e62,5222,false,false,false
2018-09-28T09:05:34.903Z,2018-09-28T09:05:34.903Z,1003,35490e3206555278fd3cd7878dfdff948d6b36ca2c216ae47acb5e1bedfd61d6,5222,false,false,false
2018-09-28T09:05:34.909Z,2018-09-28T09:05:34.909Z,1003,5a31743fd14909d1af3d5fd015691808a57cec0b59bebdcbac36b4fe130ca1b6,5222,false,false,false
2018-09-28T09:05:34.917Z,2018-09-28T09:05:34.917Z,1003,cf12e781d6765a3f276fe200e53a33913a72f05ebf19286b2d6a3af9d3312cfa,5222,false,false,false
2018-09-28T09:05:36.236Z,2018-09-28T09:05:34.919Z,1003,1036217a75d52cf4c41eed1c6b417254a8998631ddc05b491bb58fa6b4a9520d,5222,false,false,true
2018-09-28T09:05:34.934Z,2018-09-28T09:05:34.934Z,1003,195e963a8ef563ea8e29671a482cf08e228fab83b4ef549b1d0b7d8e2d9b3403,5222,false,false,false
2018-09-28T09:05:34.965Z,2018-09-28T09:05:34.965Z,1003,887aaec4e9db02e220b0879f0f1d664064066f2af470ddaaf53ab10fe9b56f41,5222,false,false,false
2018-09-28T09:07:21.303Z,2018-09-28T09:07:21.303Z,1004,bae80ff3c869f8a735249c73fb5342481bda992e6d36179e803ef62bdf0a2dd4,5222,false,false,false
2018-09-28T09:07:21.308Z,2018-09-28T09:07:21.308Z,1004,15d088c5e03e004957e6aebc29e57d6c223dfaf40eeb7566a1b3b0a7f3ab9f5a,5222,false,false,false
2018-09-28T09:07:21.314Z,2018-09-28T09:07:21.314Z,1004,6d2bae59ccb0d1c91db4e4d209fa20a93242b5bcc1719f100786f7a504e6c7c4,5222,false,false,false
2018-09-28T09:07:21.316Z,2018-09-28T09:07:21.316Z,1004,32c9873a23101336c55311163dbec9488fa9b781041216a8e3087e02b75e210d,5222,false,false,false
2018-09-28T09:08:12.486Z,2018-09-28T09:07:21.321Z,1004,0e739c5562cd23b14792dc164731ee5aaf215d3df03a3b7b45b4e1d2a0f97f06,5222,false,false,true
2018-09-28T09:07:23.812Z,2018-09-28T09:07:21.345Z,1004,1036217a75d52cf4c41eed1c6b417254a8998631ddc05b491bb58fa6b4a9520d,5222,false,false,true
2018-09-28T09:07:21.358Z,2018-09-28T09:07:21.358Z,1004,834c967c9fd54db1f9f62cd24eda27bcecf2ba4bbc5e7ed1f91860c425d80db9,5222,false,false,false
2018-09-28T09:07:22.590Z,2018-09-28T09:07:21.374Z,1004,f19b342b03762a74a5eeb3bdc02ac8608577d358512d6a564c9602353cbb1a58,5222,false,false,true
2018-09-28T09:07:21.400Z,2018-09-28T09:07:21.400Z,1004,f0156997cf6fbae941ed781419a89847b931a4510b2d455a533f706cbfc95080,5222,false,false,false
2018-09-28T09:07:21.416Z,2018-09-28T09:07:21.416Z,1004,91cc91b9707cb25d9d22bfb0b1a27f85b331728402465db3efe09616e0ff12f2,5222,false,false,false
2018-09-28T09:07:21.421Z,2018-09-28T09:07:21.421Z,1004,9a2631dfa35a48ecfdc974cfd0d0b6e68738b09f87fb7b1f1dd59d6d1acf0697,5222,false,false,false
2018-09-28T09:07:21.436Z,2018-09-28T09:07:21.436Z,1004,b656e071ec3c203ae1f77e7ca4cb8f91449553774548a19f6131147c58ebf551,5222,false,false,false
2018-09-28T09:07:21.458Z,2018-09-28T09:07:21.458Z,1004,dd3a80ad54df4da56443941347378f99cb022e16b5411a6f3e3c0e432bca4de5,5222,false,false,false
2018-09-28T09:07:21.464Z,2018-09-28T09:07:21.464Z,1004,bdf7720527b3c30cae4c448f0d70c70efe138e49a3f312c75521036c10868e28,5222,false,false,false
2018-09-28T09:07:21.465Z,2018-09-28T09:07:21.465Z,1004,e36610648dfa14c532cdcba074da3311f48bea0beb5ce4c6d3d96685d47ea0a5,5222,false,false,false
2018-09-28T09:07:23.909Z,2018-09-28T09:07:21.478Z,1004,340bdc3e1b60c6f253241c415ed28b3476e26dfb95a35cf4cf03a4306bce130c,5222,false,false,true
2018-09-28T09:07:21.556Z,2018-09-28T09:07:21.556Z,1004,048199637f84802547b7d0a95ed0442b1a20a2994a9b15e3ebd09c7cce5ec5d0,5222,false,false,false
2018-09-28T09:07:21.558Z,2018-09-28T09:07:21.558Z,1004,55c716b1e5fceaee89180882b0c6faa30d475f89bce6da626b061cf512e61486,5222,false,false,false
2018-09-28T09:07:21.570Z,2018-09-28T09:07:21.570Z,1004,1cf8a80247b6b3802cfe18796b050153f9c68bea8c68af4b4b45013fc1bd0892,5222,false,false,false
2018-09-28T09:07:21.569Z,2018-09-28T09:07:21.569Z,1004,5fab4097222223457fe6bfb544bab9512d6146470338ba547273f52f6125a6d7,5222,false,false,false
2018-09-28T09:07:22.993Z,2018-09-28T09:07:21.586Z,1004,d99a2f11d101eef7ae7c0f5fdf0f4decfd7d1df52ea6fb6d8b14e38b0de32c29,5222,false,false,true
2018-09-28T09:07:24.098Z,2018-09-28T09:07:21.592Z,1004,ce60e6aa84da7601eaf98c8eaced5d1c72b370fe3256c4e9a567087f40674b93,5222,false,false,true
2018-09-28T09:07:21.593Z,2018-09-28T09:07:21.593Z,1004,db9e660ef0df26de25a63380b7608af944cb04c5a50696e3e9912266ff2eba41,5222,false,false,false
2018-09-28T09:07:21.662Z,2018-09-28T09:07:21.662Z,1004,88a8024479ec20413f37336d13773819bd4920aecd2b315786b401857fc71c7c,5222,false,false,false
2018-09-28T09:07:21.667Z,2018-09-28T09:07:21.667Z,1004,e96c8ce26c3700d246dd7382827a5427524d06aa52d59610b26f011c773ed3b3,5222,false,false,false
2018-09-28T09:07:21.673Z,2018-09-28T09:07:21.673Z,1004,35490e3206555278fd3cd7878dfdff948d6b36ca2c216ae47acb5e1bedfd61d6,5222,false,false,false
2018-09-28T09:07:22.889Z,2018-09-28T09:07:21.705Z,1004,49bbd3aa17a412df689590716781db695373ff5bf7f8b2890e7d6e0621af0639,5222,false,false,true
2018-09-28T09:07:21.718Z,2018-09-28T09:07:21.718Z,1004,195e963a8ef563ea8e29671a482cf08e228fab83b4ef549b1d0b7d8e2d9b3403,5222,false,false,false
2018-09-28T09:07:21.726Z,2018-09-28T09:07:21.726Z,1004,7c13b147d94f0989d7af29bc7f3bfbc6548f76bacd9f3a9bdd76c4051b598b2b,5222,false,false,false
2018-09-28T09:07:21.740Z,2018-09-28T09:07:21.740Z,1004,9c0501b8d2ad36caf07cf4f161b6030bb743742df176d2ac8075a668f7a94cc0,5222,false,false,false
2018-09-28T09:07:21.746Z,2018-09-28T09:07:21.746Z,1004,cf12e781d6765a3f276fe200e53a33913a72f05ebf19286b2d6a3af9d3312cfa,5222,false,false,false
2018-09-28T09:07:21.838Z,2018-09-28T09:07:21.838Z,1004,f3ec782b1ef257cdbbdc1f4f7d9afca74c690d677f06beff07411e54d0843e62,5222,false,false,false
2018-09-28T09:07:21.842Z,2018-09-28T09:07:21.842Z,1004,040368e958656dee8f79b82c028f5ad0db0e77e9558321cfccdc693870ce5e0a,5222,false,false,false
2018-09-28T09:07:21.842Z,2018-09-28T09:07:21.842Z,1004,5a31743fd14909d1af3d5fd015691808a57cec0b59bebdcbac36b4fe130ca1b6,5222,false,false,false
2018-09-28T09:07:21.848Z,2018-09-28T09:07:21.848Z,1004,a73e2fa866890ceb4640f4c8a716cf3fd92eb3019a37cfc00f23395dd1a367d2,5222,false,false,false
2018-09-28T09:07:21.848Z,2018-09-28T09:07:21.848Z,1004,665b072424672a9ef6bbc664c135dbb5a6622c3b3c57e0adab8fe1a9621e2696,5222,false,false,false
2018-09-28T09:07:21.869Z,2018-09-28T09:07:21.869Z,1004,f7a6d1fc4a46dde1242aa794693871385fdb270583dc55376d5450a0cc6ee667,5222,false,false,false
2018-09-28T09:07:23.099Z,2018-09-28T09:07:21.874Z,1004,068ec91c018606a553af580d0c40c45ea493b6046f20f22f7f897e550d723781,5222,false,false,true
2018-09-28T09:07:21.904Z,2018-09-28T09:07:21.904Z,1004,887aaec4e9db02e220b0879f0f1d664064066f2af470ddaaf53ab10fe9b56f41,5222,false,false,false
2018-09-28T09:12:20.345Z,2018-09-28T09:12:20.345Z,1005,6d2bae59ccb0d1c91db4e4d209fa20a93242b5bcc1719f100786f7a504e6c7c4,5222,false,false,false
2018-09-28T09:12:20.349Z,2018-09-28T09:12:20.349Z,1005,9c0501b8d2ad36caf07cf4f161b6030bb743742df176d2ac8075a668f7a94cc0,5222,false,false,false
2018-09-28T09:12:20.355Z,2018-09-28T09:12:20.355Z,1005,bae80ff3c869f8a735249c73fb5342481bda992e6d36179e803ef62bdf0a2dd4,5222,false,false,false
2018-09-28T09:12:20.363Z,2018-09-28T09:12:20.363Z,1005,32c9873a23101336c55311163dbec9488fa9b781041216a8e3087e02b75e210d,5222,false,false,false
2018-09-28T09:12:23.217Z,2018-09-28T09:12:20.370Z,1005,1036217a75d52cf4c41eed1c6b417254a8998631ddc05b491bb58fa6b4a9520d,5222,false,false,true
2018-09-28T09:12:22.953Z,2018-09-28T09:12:20.372Z,1005,f19b342b03762a74a5eeb3bdc02ac8608577d358512d6a564c9602353cbb1a58,5222,false,false,true
2018-09-28T09:12:36.585Z,2018-09-28T09:12:20.390Z,1005,0e739c5562cd23b14792dc164731ee5aaf215d3df03a3b7b45b4e1d2a0f97f06,5222,false,false,true
2018-09-28T09:12:20.472Z,2018-09-28T09:12:20.472Z,1005,f0156997cf6fbae941ed781419a89847b931a4510b2d455a533f706cbfc95080,5222,false,false,false
2018-09-28T09:12:20.476Z,2018-09-28T09:12:20.476Z,1005,f7a6d1fc4a46dde1242aa794693871385fdb270583dc55376d5450a0cc6ee667,5222,false,false,false
2018-09-28T09:12:20.475Z,2018-09-28T09:12:20.475Z,1005,195e963a8ef563ea8e29671a482cf08e228fab83b4ef549b1d0b7d8e2d9b3403,5222,false,false,false
2018-09-28T09:12:20.476Z,2018-09-28T09:12:20.476Z,1005,e96c8ce26c3700d246dd7382827a5427524d06aa52d59610b26f011c773ed3b3,5222,false,false,false
2018-09-28T09:12:20.483Z,2018-09-28T09:12:20.483Z,1005,0392fe6cd9d6732b8db732e66073527d51ec73ad3e7bc2081b0a3e91e9b82eee,5222,true,false,false
2018-09-28T09:12:20.486Z,2018-09-28T09:12:20.486Z,1005,834c967c9fd54db1f9f62cd24eda27bcecf2ba4bbc5e7ed1f91860c425d80db9,5222,false,false,false
2018-09-28T09:12:23.156Z,2018-09-28T09:12:20.512Z,1005,49bbd3aa17a412df689590716781db695373ff5bf7f8b2890e7d6e0621af0639,5222,false,false,true
2018-09-28T09:12:23.910Z,2018-09-28T09:12:20.520Z,1005,d99a2f11d101eef7ae7c0f5fdf0f4decfd7d1df52ea6fb6d8b14e38b0de32c29,5222,false,false,true
2018-09-28T09:12:20.544Z,2018-09-28T09:12:20.544Z,1005,35490e3206555278fd3cd7878dfdff948d6b36ca2c216ae47acb5e1bedfd61d6,5222,false,false,false
2018-09-28T09:12:20.548Z,2018-09-28T09:12:20.548Z,1005,db9e660ef0df26de25a63380b7608af944cb04c5a50696e3e9912266ff2eba41,5222,false,false,false
2018-09-28T09:12:20.552Z,2018-09-28T09:12:20.552Z,1005,887aaec4e9db02e220b0879f0f1d664064066f2af470ddaaf53ab10fe9b56f41,5222,false,false,false
2018-09-28T09:12:20.559Z,2018-09-28T09:12:20.559Z,1005,a73e2fa866890ceb4640f4c8a716cf3fd92eb3019a37cfc00f23395dd1a367d2,5222,false,false,false
2018-09-28T09:12:20.608Z,2018-09-28T09:12:20.608Z,1005,1cf8a80247b6b3802cfe18796b050153f9c68bea8c68af4b4b45013fc1bd0892,5222,false,false,false
2018-09-28T09:12:20.612Z,2018-09-28T09:12:20.612Z,1005,cf12e781d6765a3f276fe200e53a33913a72f05ebf19286b2d6a3af9d3312cfa,5222,false,false,false
2018-09-28T09:12:20.613Z,2018-09-28T09:12:20.613Z,1005,048199637f84802547b7d0a95ed0442b1a20a2994a9b15e3ebd09c7cce5ec5d0,5222,false,false,false
2018-09-28T09:12:24.427Z,2018-09-28T09:12:20.624Z,1005,ce60e6aa84da7601eaf98c8eaced5d1c72b370fe3256c4e9a567087f40674b93,5222,false,false,true
2018-09-28T09:12:20.774Z,2018-09-28T09:12:20.774Z,1005,55c716b1e5fceaee89180882b0c6faa30d475f89bce6da626b061cf512e61486,5222,false,false,false
2018-09-28T09:12:20.784Z,2018-09-28T09:12:20.784Z,1005,7c13b147d94f0989d7af29bc7f3bfbc6548f76bacd9f3a9bdd76c4051b598b2b,5222,false,false,false
2018-09-28T09:12:20.783Z,2018-09-28T09:12:20.783Z,1005,9a2631dfa35a48ecfdc974cfd0d0b6e68738b09f87fb7b1f1dd59d6d1acf0697,5222,false,false,false
2018-09-28T09:12:20.792Z,2018-09-28T09:12:20.792Z,1005,15d088c5e03e004957e6aebc29e57d6c223dfaf40eeb7566a1b3b0a7f3ab9f5a,5222,false,false,false
2018-09-28T09:12:22.149Z,2018-09-28T09:12:20.814Z,1005,068ec91c018606a553af580d0c40c45ea493b6046f20f22f7f897e550d723781,5222,false,false,true
2018-09-28T09:12:20.843Z,2018-09-28T09:12:20.843Z,1005,dd3a80ad54df4da56443941347378f99cb022e16b5411a6f3e3c0e432bca4de5,5222,false,false,false
2018-09-28T09:12:20.868Z,2018-09-28T09:12:20.868Z,1005,040368e958656dee8f79b82c028f5ad0db0e77e9558321cfccdc693870ce5e0a,5222,false,false,false
2018-09-28T09:12:20.872Z,2018-09-28T09:12:20.872Z,1005,5a31743fd14909d1af3d5fd015691808a57cec0b59bebdcbac36b4fe130ca1b6,5222,false,false,false
2018-09-28T09:12:20.874Z,2018-09-28T09:12:20.874Z,1005,bdf7720527b3c30cae4c448f0d70c70efe138e49a3f312c75521036c10868e28,5222,false,false,false
2018-09-28T09:12:20.880Z,2018-09-28T09:12:20.880Z,1005,f3ec782b1ef257cdbbdc1f4f7d9afca74c690d677f06beff07411e54d0843e62,5222,false,false,false
2018-09-28T09:12:20.889Z,2018-09-28T09:12:20.889Z,1005,91cc91b9707cb25d9d22bfb0b1a27f85b331728402465db3efe09616e0ff12f2,5222,false,false,false
2018-09-28T09:12:20.897Z,2018-09-28T09:12:20.897Z,1005,05401aa71fea7aa0fe9122def22f0b93dfe8994c1baf3aea545b607f7056bd4f,5222,true,false,false
2018-09-28T09:12:20.898Z,2018-09-28T09:12:20.898Z,1005,b656e071ec3c203ae1f77e7ca4cb8f91449553774548a19f6131147c58ebf551,5222,false,false,false
2018-09-28T09:12:20.967Z,2018-09-28T09:12:20.967Z,1005,665b072424672a9ef6bbc664c135dbb5a6622c3b3c57e0adab8fe1a9621e2696,5222,false,false,false
2018-09-28T09:12:20.970Z,2018-09-28T09:12:20.970Z,1005,88a8024479ec20413f37336d13773819bd4920aecd2b315786b401857fc71c7c,5222,false,false,false
2018-09-28T09:12:20.974Z,2018-09-28T09:12:20.974Z,1005,5fab4097222223457fe6bfb544bab9512d6146470338ba547273f52f6125a6d7,5222,false,false,false
2018-09-28T09:12:20.974Z,2018-09-28T09:12:20.974Z,1005,e36610648dfa14c532cdcba074da3311f48bea0beb5ce4c6d3d96685d47ea0a5,5222,false,false,false
2018-09-28T09:12:22.217Z,2018-09-28T09:12:20.985Z,1005,340bdc3e1b60c6f253241c415ed28b3476e26dfb95a35cf4cf03a4306bce130c,5222,false,false,true
2018-09-28T09:12:20.986Z,2018-09-28T09:12:20.986Z,1005,0c14a70408df8649e2af7b6dcc776e52e5ec084adbd974c4f8e1f07dbffd9e42,5222,true,false,false
2018-09-28T09:17:17.369Z,2018-09-28T09:17:17.369Z,1006,6d2bae59ccb0d1c91db4e4d209fa20a93242b5bcc1719f100786f7a504e6c7c4,5222,false,false,false
2018-09-28T09:17:17.377Z,2018-09-28T09:17:17.377Z,1006,bdf7720527b3c30cae4c448f0d70c70efe138e49a3f312c75521036c10868e28,5222,false,false,false
2018-09-28T09:17:17.378Z,2018-09-28T09:17:17.378Z,1006,040368e958656dee8f79b82c028f5ad0db0e77e9558321cfccdc693870ce5e0a,5222,false,false,false
2018-09-28T09:17:17.378Z,2018-09-28T09:17:17.378Z,1006,32c9873a23101336c55311163dbec9488fa9b781041216a8e3087e02b75e210d,5222,false,false,false
2018-09-28T09:17:17.377Z,2018-09-28T09:17:17.377Z,1006,834c967c9fd54db1f9f62cd24eda27bcecf2ba4bbc5e7ed1f91860c425d80db9,5222,false,false,false
2018-09-28T09:17:18.683Z,2018-09-28T09:17:17.379Z,1006,340bdc3e1b60c6f253241c415ed28b3476e26dfb95a35cf4cf03a4306bce130c,5222,false,false,true
2018-09-28T09:17:45.260Z,2018-09-28T09:17:17.396Z,1006,0e739c5562cd23b14792dc164731ee5aaf215d3df03a3b7b45b4e1d2a0f97f06,5222,false,false,true
2018-09-28T09:17:17.410Z,2018-09-28T09:17:17.410Z,1006,91cc91b9707cb25d9d22bfb0b1a27f85b331728402465db3efe09616e0ff12f2,5222,false,false,false
2018-09-28T09:17:17.428Z,2018-09-28T09:17:17.428Z,1006,665b072424672a9ef6bbc664c135dbb5a6622c3b3c57e0adab8fe1a9621e2696,5222,false,false,false
2018-09-28T09:17:17.438Z,2018-09-28T09:17:17.438Z,1006,f0156997cf6fbae941ed781419a89847b931a4510b2d455a533f706cbfc95080,5222,false,false,false
2018-09-28T09:17:17.454Z,2018-09-28T09:17:17.454Z,1006,cf12e781d6765a3f276fe200e53a33913a72f05ebf19286b2d6a3af9d3312cfa,5222,false,false,false
2018-09-28T09:17:17.514Z,2018-09-28T09:17:17.514Z,1006,dd3a80ad54df4da56443941347378f99cb022e16b5411a6f3e3c0e432bca4de5,5222,false,false,false
2018-09-28T09:17:17.518Z,2018-09-28T09:17:17.518Z,1006,e36610648dfa14c532cdcba074da3311f48bea0beb5ce4c6d3d96685d47ea0a5,5222,false,false,false
2018-09-28T09:17:17.519Z,2018-09-28T09:17:17.519Z,1006,35490e3206555278fd3cd7878dfdff948d6b36ca2c216ae47acb5e1bedfd61d6,5222,false,false,false
2018-09-28T09:17:17.523Z,2018-09-28T09:17:17.523Z,1006,195e963a8ef563ea8e29671a482cf08e228fab83b4ef549b1d0b7d8e2d9b3403,5222,false,false,false
2018-09-28T09:17:17.523Z,2018-09-28T09:17:17.523Z,1006,e96c8ce26c3700d246dd7382827a5427524d06aa52d59610b26f011c773ed3b3,5222,false,false,false
2018-09-28T09:17:18.751Z,2018-09-28T09:17:17.594Z,1006,49bbd3aa17a412df689590716781db695373ff5bf7f8b2890e7d6e0621af0639,5222,false,false,true
2018-09-28T09:17:17.620Z,2018-09-28T09:17:17.620Z,1006,048199637f84802547b7d0a95ed0442b1a20a2994a9b15e3ebd09c7cce5ec5d0,5222,false,false,false
2018-09-28T09:17:18.979Z,2018-09-28T09:17:17.629Z,1006,1036217a75d52cf4c41eed1c6b417254a8998631ddc05b491bb58fa6b4a9520d,5222,false,false,true
2018-09-28T09:17:22.529Z,2018-09-28T09:17:17.633Z,1006,ce60e6aa84da7601eaf98c8eaced5d1c72b370fe3256c4e9a567087f40674b93,5222,false,false,true
2018-09-28T09:17:17.702Z,2018-09-28T09:17:17.702Z,1006,9a2631dfa35a48ecfdc974cfd0d0b6e68738b09f87fb7b1f1dd59d6d1acf0697,5222,false,false,false
2018-09-28T09:17:17.707Z,2018-09-28T09:17:17.707Z,1006,bae80ff3c869f8a735249c73fb5342481bda992e6d36179e803ef62bdf0a2dd4,5222,false,false,false
2018-09-28T09:17:17.712Z,2018-09-28T09:17:17.712Z,1006,db9e660ef0df26de25a63380b7608af944cb04c5a50696e3e9912266ff2eba41,5222,false,false,false
2018-09-28T09:17:17.713Z,2018-09-28T09:17:17.713Z,1006,15d088c5e03e004957e6aebc29e57d6c223dfaf40eeb7566a1b3b0a7f3ab9f5a,5222,false,false,false
2018-09-28T09:17:18.749Z,2018-09-28T09:17:17.717Z,1006,f19b342b03762a74a5eeb3bdc02ac8608577d358512d6a564c9602353cbb1a58,5222,false,false,true
2018-09-28T09:17:17.724Z,2018-09-28T09:17:17.724Z,1006,b656e071ec3c203ae1f77e7ca4cb8f91449553774548a19f6131147c58ebf551,5222,false,false,false
2018-09-28T09:17:17.786Z,2018-09-28T09:17:17.786Z,1006,a73e2fa866890ceb4640f4c8a716cf3fd92eb3019a37cfc00f23395dd1a367d2,5222,false,false,false
2018-09-28T09:17:17.787Z,2018-09-28T09:17:17.787Z,1006,5fab4097222223457fe6bfb544bab9512d6146470338ba547273f52f6125a6d7,5222,false,false,false
2018-09-28T09:17:17.788Z,2018-09-28T09:17:17.788Z,1006,5a31743fd14909d1af3d5fd015691808a57cec0b59bebdcbac36b4fe130ca1b6,5222,false,false,false
2018-09-28T09:17:17.795Z,2018-09-28T09:17:17.795Z,1006,1cf8a80247b6b3802cfe18796b050153f9c68bea8c68af4b4b45013fc1bd0892,5222,false,false,false
2018-09-28T09:17:17.794Z,2018-09-28T09:17:17.794Z,1006,55c716b1e5fceaee89180882b0c6faa30d475f89bce6da626b061cf512e61486,5222,false,false,false
2018-09-28T09:17:19.241Z,2018-09-28T09:17:17.799Z,1006,d99a2f11d101eef7ae7c0f5fdf0f4decfd7d1df52ea6fb6d8b14e38b0de32c29,5222,false,false,true
2018-09-28T09:17:17.858Z,2018-09-28T09:17:17.858Z,1006,887aaec4e9db02e220b0879f0f1d664064066f2af470ddaaf53ab10fe9b56f41,5222,false,false,false
2018-09-28T09:17:17.874Z,2018-09-28T09:17:17.874Z,1006,7c13b147d94f0989d7af29bc7f3bfbc6548f76bacd9f3a9bdd76c4051b598b2b,5222,false,false,false
2018-09-28T09:17:17.875Z,2018-09-28T09:17:17.875Z,1006,88a8024479ec20413f37336d13773819bd4920aecd2b315786b401857fc71c7c,5222,false,false,false
